datum;Hotelkategorie;Anzahl Logiernächte;Anzahl verfügbare Zimmer;Anzahl belegte Zimmer;Jahr;Monat;Tag
2024-05-12;3-Stern;1570;1547;1106;2024;5;12
2024-05-10;3-Stern;2403;1547;1504;2024;5;10
2024-05-10;1- und 2-Stern;887;562;531;2024;5;10
2024-05-09;Übrige;735;625;373;2024;5;9
2024-05-08;4- und 5-Stern;1724;1971;973;2024;5;8
2024-05-08;3-Stern;1305;1547;846;2024;5;8
2024-05-08;Übrige;420;625;230;2024;5;8
2024-05-07;Übrige;367;625;228;2024;5;7
2024-05-06;3-Stern;1125;1547;883;2024;5;6
2024-05-03;3-Stern;1470;1547;911;2024;5;3
2024-05-03;Übrige;568;625;303;2024;5;3
2024-05-02;1- und 2-Stern;471;562;254;2024;5;2
2024-04-30;3-Stern;827;1545;535;2024;4;30
2024-04-30;1- und 2-Stern;313;558;190;2024;4;30
2024-04-30;Übrige;347;629;176;2024;4;30
2024-04-29;4- und 5-Stern;1385;1970;940;2024;4;29
2024-04-28;4- und 5-Stern;1148;1970;703;2024;4;28
2024-04-28;1- und 2-Stern;360;558;226;2024;4;28
2024-04-27;4- und 5-Stern;2078;1970;1096;2024;4;27
2024-04-26;4- und 5-Stern;1694;1970;984;2024;4;26
2024-04-24;4- und 5-Stern;1996;1970;1519;2024;4;24
2024-04-24;3-Stern;1449;1545;1254;2024;4;24
2024-04-24;1- und 2-Stern;482;558;387;2024;4;24
2024-04-23;4- und 5-Stern;2171;1970;1660;2024;4;23
2024-04-23;1- und 2-Stern;494;558;394;2024;4;23
2024-04-22;4- und 5-Stern;2178;1970;1695;2024;4;22
2024-04-22;3-Stern;1624;1545;1404;2024;4;22
2024-04-20;4- und 5-Stern;1619;1970;919;2024;4;20
2024-04-20;3-Stern;1496;1545;899;2024;4;20
2024-04-16;1- und 2-Stern;524;558;360;2024;4;16
2024-04-15;4- und 5-Stern;1940;1970;1508;2024;4;15
2024-04-14;4- und 5-Stern;1312;1970;911;2024;4;14
2024-04-13;4- und 5-Stern;1648;1970;913;2024;4;13
2024-04-12;4- und 5-Stern;1353;1970;787;2024;4;12
2024-04-12;3-Stern;1233;1545;797;2024;4;12
2024-04-12;Übrige;505;626;237;2024;4;12
2024-04-11;Übrige;554;626;294;2024;4;11
2024-04-10;1- und 2-Stern;551;558;355;2024;4;10
2024-04-08;4- und 5-Stern;1609;1970;1191;2024;4;8
2024-04-07;4- und 5-Stern;1078;1970;707;2024;4;7
2024-04-07;Übrige;315;626;204;2024;4;7
2024-04-06;4- und 5-Stern;1502;1970;775;2024;4;6
2024-04-06;Übrige;596;626;306;2024;4;6
2024-04-04;4- und 5-Stern;1181;1970;719;2024;4;4
2024-04-04;Übrige;336;626;183;2024;4;4
2024-04-03;1- und 2-Stern;544;549;332;2024;4;3
2024-04-02;3-Stern;839;1545;545;2024;4;2
2024-04-02;1- und 2-Stern;363;549;207;2024;4;2
2024-04-01;3-Stern;695;1525;409;2024;4;1
2024-03-31;1- und 2-Stern;435;474;239;2024;3;31
2024-03-29;4- und 5-Stern;2204;1956;986;2024;3;29
2024-03-29;1- und 2-Stern;650;474;317;2024;3;29
2024-03-28;3-Stern;860;1454;519;2024;3;28
2024-03-27;3-Stern;722;1498;494;2024;3;27
2024-03-26;Übrige;258;583;161;2024;3;26
2024-03-24;4- und 5-Stern;887;1956;587;2024;3;24
2024-03-24;3-Stern;655;1498;458;2024;3;24
2024-03-24;1- und 2-Stern;259;557;166;2024;3;24
2024-03-23;Übrige;544;583;253;2024;3;23
2024-03-22;4- und 5-Stern;1469;1956;887;2024;3;22
2024-03-21;3-Stern;1203;1498;909;2024;3;21
2024-03-21;1- und 2-Stern;322;557;241;2024;3;21
2024-03-18;3-Stern;1264;1498;1000;2024;3;18
2024-03-16;4- und 5-Stern;1598;1956;912;2024;3;16
2024-03-16;3-Stern;1304;1498;783;2024;3;16
2024-03-15;4- und 5-Stern;1422;1956;875;2024;3;15
2024-03-15;Übrige;448;583;260;2024;3;15
2024-03-13;3-Stern;1130;1498;995;2024;3;13
2024-03-13;Übrige;339;625;249;2024;3;13
2024-03-12;1- und 2-Stern;308;557;239;2024;3;12
2024-03-10;3-Stern;654;1498;513;2024;3;10
2024-03-10;Übrige;202;625;139;2024;3;10
2024-03-09;4- und 5-Stern;1390;1956;833;2024;3;9
2024-03-08;4- und 5-Stern;1329;1956;888;2024;3;8
2024-03-08;1- und 2-Stern;332;557;215;2024;3;8
2024-03-07;1- und 2-Stern;363;557;258;2024;3;7
2024-03-07;Übrige;318;625;251;2024;3;7
2024-03-05;3-Stern;1129;1498;995;2024;3;5
2024-03-05;1- und 2-Stern;315;557;269;2024;3;5
2024-03-04;1- und 2-Stern;284;557;233;2024;3;4
2024-03-03;3-Stern;708;1498;519;2024;3;3
2024-03-03;Übrige;166;560;113;2024;3;3
2024-03-02;Übrige;356;563;187;2024;3;2
2024-03-01;4- und 5-Stern;1373;1956;777;2024;3;1
2024-03-01;3-Stern;1065;1498;715;2024;3;1
2024-03-01;Übrige;328;563;190;2024;3;1
2024-02-29;3-Stern;963;1525;791;2024;2;29
2024-02-29;1- und 2-Stern;342;561;233;2024;2;29
2024-02-28;1- und 2-Stern;338;561;193;2024;2;28
2024-02-27;4- und 5-Stern;1863;1957;1479;2024;2;27
2024-02-27;3-Stern;1136;1525;1009;2024;2;27
2024-02-27;1- und 2-Stern;332;561;297;2024;2;27
2024-02-26;Übrige;271;564;210;2024;2;26
2021-10-02;4- und 5-Stern;1367;1791;785;2021;10;2
2021-10-01;1- und 2-Stern;298;669;206;2021;10;1
2021-09-30;1- und 2-Stern;291;673;218;2021;9;30
2021-09-30;Übrige;368;413;191;2021;9;30
2021-09-29;3-Stern;998;1725;774;2021;9;29
2021-09-29;1- und 2-Stern;381;673;277;2021;9;29
2021-09-28;Übrige;335;413;182;2021;9;28
2021-09-25;4- und 5-Stern;1986;1853;1154;2021;9;25
2021-09-25;3-Stern;2048;1725;1444;2021;9;25
2021-09-25;Übrige;683;413;370;2021;9;25
2021-09-24;3-Stern;1880;1725;1353;2021;9;24
2021-09-24;Übrige;654;413;364;2021;9;24
2021-09-21;Übrige;647;413;395;2021;9;21
2021-09-19;4- und 5-Stern;1378;1853;948;2021;9;19
2021-09-19;3-Stern;1336;1725;1045;2021;9;19
2021-09-18;4- und 5-Stern;1775;1853;1002;2021;9;18
2021-09-18;3-Stern;1708;1725;1200;2021;9;18
2021-09-17;4- und 5-Stern;1331;1853;816;2021;9;17
2021-09-16;1- und 2-Stern;333;673;256;2021;9;16
2021-09-15;4- und 5-Stern;1125;1807;854;2021;9;15
2021-09-14;3-Stern;1082;1716;882;2021;9;14
2021-09-14;Übrige;284;413;207;2021;9;14
2021-09-12;1- und 2-Stern;245;673;169;2021;9;12
2021-09-12;Übrige;176;410;117;2021;9;12
2021-09-10;4- und 5-Stern;1492;1807;875;2021;9;10
2021-09-10;1- und 2-Stern;465;673;293;2021;9;10
2021-09-10;Übrige;376;410;210;2021;9;10
2021-09-09;Übrige;382;410;197;2021;9;9
2021-09-08;4- und 5-Stern;1141;1807;825;2021;9;8
2021-09-07;1- und 2-Stern;310;673;226;2021;9;7
2021-09-06;3-Stern;1088;1716;860;2021;9;6
2021-09-05;1- und 2-Stern;317;673;215;2021;9;5
2021-09-03;4- und 5-Stern;1325;1807;800;2021;9;3
2021-09-03;3-Stern;1252;1716;894;2021;9;3
2021-09-01;4- und 5-Stern;1138;1807;800;2021;9;1
2021-09-01;3-Stern;1003;1716;781;2021;9;1
2021-08-31;3-Stern;902;1716;714;2021;8;31
2021-08-29;1- und 2-Stern;306;683;201;2021;8;29
2021-08-28;Übrige;468;409;218;2021;8;28
2021-08-26;3-Stern;1052;1716;753;2021;8;26
2021-08-26;Übrige;251;409;132;2021;8;26
2021-08-25;3-Stern;1012;1716;715;2021;8;25
2021-08-25;1- und 2-Stern;349;683;258;2021;8;25
2021-08-24;4- und 5-Stern;992;1597;644;2021;8;24
2021-08-23;3-Stern;919;1716;651;2021;8;23
2021-08-23;1- und 2-Stern;365;683;256;2021;8;23
2021-08-23;Übrige;186;409;113;2021;8;23
2021-08-22;3-Stern;873;1716;581;2021;8;22
2021-08-22;1- und 2-Stern;306;683;233;2021;8;22
2021-08-21;3-Stern;1684;1716;952;2021;8;21
2021-08-21;1- und 2-Stern;526;683;351;2021;8;21
2021-08-20;4- und 5-Stern;1603;1597;831;2021;8;20
2021-08-17;3-Stern;1459;1628;1026;2021;8;17
2021-08-17;1- und 2-Stern;468;683;343;2021;8;17
2021-08-15;3-Stern;1027;1628;611;2021;8;15
2021-08-14;Übrige;424;409;197;2021;8;14
2021-08-13;4- und 5-Stern;1472;1597;761;2021;8;13
2021-08-13;3-Stern;1668;1628;955;2021;8;13
2021-08-13;1- und 2-Stern;483;683;290;2021;8;13
2021-08-12;4- und 5-Stern;1392;1597;776;2021;8;12
2021-08-12;1- und 2-Stern;462;683;306;2021;8;12
2021-08-11;4- und 5-Stern;1529;1597;937;2021;8;11
2021-08-11;Übrige;271;409;139;2021;8;11
2021-08-10;3-Stern;1260;1628;808;2021;8;10
2021-08-10;1- und 2-Stern;570;683;303;2021;8;10
2021-08-10;Übrige;241;409;135;2021;8;10
2021-08-09;3-Stern;1205;1628;705;2021;8;9
2021-08-06;1- und 2-Stern;532;683;292;2021;8;6
2021-08-04;3-Stern;1275;1628;758;2021;8;4
2021-08-03;3-Stern;1208;1628;743;2021;8;3
2021-08-03;1- und 2-Stern;431;683;289;2021;8;3
2021-08-02;Übrige;305;409;146;2021;8;2
2021-08-01;Übrige;207;412;107;2021;8;1
2021-07-31;4- und 5-Stern;1709;1597;951;2021;7;31
2021-07-31;1- und 2-Stern;717;683;396;2021;7;31
2021-07-29;4- und 5-Stern;1153;1597;731;2021;7;29
2021-07-28;4- und 5-Stern;1121;1597;745;2021;7;28
2021-07-28;3-Stern;1070;1576;642;2021;7;28
2021-07-26;1- und 2-Stern;413;683;269;2021;7;26
2021-07-25;4- und 5-Stern;867;1529;554;2021;7;25
2021-07-25;3-Stern;998;1576;564;2021;7;25
2021-07-25;Übrige;224;411;103;2021;7;25
2021-07-24;4- und 5-Stern;1504;1529;860;2021;7;24
2021-07-24;3-Stern;1351;1629;744;2021;7;24
2021-07-24;1- und 2-Stern;510;683;285;2021;7;24
2021-07-23;3-Stern;1317;1629;746;2021;7;23
2021-07-23;Übrige;321;411;149;2021;7;23
2021-07-22;4- und 5-Stern;934;1529;627;2021;7;22
2021-07-22;3-Stern;984;1629;664;2021;7;22
2021-07-21;4- und 5-Stern;948;1529;665;2021;7;21
2021-07-20;4- und 5-Stern;831;1529;577;2021;7;20
2021-07-19;3-Stern;1065;1629;673;2021;7;19
2021-07-19;1- und 2-Stern;357;683;238;2021;7;19
2021-07-18;4- und 5-Stern;816;1529;559;2021;7;18
2021-07-17;4- und 5-Stern;1273;1529;742;2021;7;17
2021-07-17;1- und 2-Stern;457;683;271;2021;7;17
2021-07-17;Übrige;384;411;180;2021;7;17
2021-07-16;1- und 2-Stern;444;683;247;2021;7;16
2021-07-15;1- und 2-Stern;315;683;210;2021;7;15
2021-07-14;4- und 5-Stern;741;1529;504;2021;7;14
2021-07-14;3-Stern;880;1629;612;2021;7;14
2021-07-14;Übrige;224;411;115;2021;7;14
2021-07-12;3-Stern;956;1629;667;2021;7;12
2021-07-11;3-Stern;828;1629;545;2021;7;11
2021-07-11;1- und 2-Stern;219;683;134;2021;7;11
2021-07-11;Übrige;156;411;85;2021;7;11
2021-07-09;1- und 2-Stern;331;683;197;2021;7;9
2021-07-08;Übrige;206;411;105;2021;7;8
2021-07-07;1- und 2-Stern;291;683;207;2021;7;7
2021-07-06;3-Stern;867;1629;653;2021;7;6
2021-07-05;1- und 2-Stern;207;683;165;2021;7;5
2021-07-04;Übrige;119;411;73;2021;7;4
2021-07-03;4- und 5-Stern;1199;1529;704;2021;7;3
2021-07-03;Übrige;382;411;175;2021;7;3
2021-07-01;4- und 5-Stern;664;1529;467;2021;7;1
2021-07-01;3-Stern;973;1629;683;2021;7;1
2021-07-01;1- und 2-Stern;417;683;281;2021;7;1
2021-06-29;4- und 5-Stern;668;1575;509;2021;6;29
2021-06-29;1- und 2-Stern;240;683;188;2021;6;29
2021-06-28;4- und 5-Stern;617;1575;454;2021;6;28
2021-06-24;3-Stern;800;1621;599;2021;6;24
2021-06-23;Übrige;202;414;102;2021;6;23
2021-06-22;3-Stern;686;1621;520;2021;6;22
2021-06-21;1- und 2-Stern;220;683;170;2021;6;21
2021-06-21;Übrige;155;414;75;2021;6;21
2021-06-20;4- und 5-Stern;481;1575;347;2021;6;20
2021-06-19;4- und 5-Stern;1085;1575;630;2021;6;19
2021-06-18;3-Stern;703;1621;497;2021;6;18
2021-06-18;1- und 2-Stern;307;683;202;2021;6;18
2021-06-18;Übrige;197;414;113;2021;6;18
2021-06-16;1- und 2-Stern;236;683;186;2021;6;16
2021-06-13;1- und 2-Stern;160;674;113;2021;6;13
2021-06-13;Übrige;79;414;49;2021;6;13
2021-06-12;3-Stern;930;1621;587;2021;6;12
2021-06-11;4- und 5-Stern;776;1575;480;2021;6;11
2021-06-10;Übrige;90;411;62;2021;6;10
2021-06-09;4- und 5-Stern;523;1575;422;2021;6;9
2021-06-08;3-Stern;671;1621;536;2021;6;8
2021-06-08;1- und 2-Stern;178;674;143;2021;6;8
2021-06-06;4- und 5-Stern;309;1575;233;2021;6;6
2021-06-06;3-Stern;426;1621;324;2021;6;6
2021-06-06;Übrige;60;411;41;2021;6;6
2021-06-05;1- und 2-Stern;286;674;173;2021;6;5
2021-06-05;Übrige;279;411;135;2021;6;5
2021-06-04;Übrige;180;411;94;2021;6;4
2021-06-03;4- und 5-Stern;784;1575;495;2021;6;3
2021-06-03;3-Stern;801;1621;553;2021;6;3
2021-06-01;1- und 2-Stern;174;674;140;2021;6;1
2021-06-01;Übrige;117;411;81;2021;6;1
2021-05-31;3-Stern;508;1620;417;2021;5;31
2017-12-27;4- und 5-Stern;683;1553;381;2017;12;27
2017-12-27;1- und 2-Stern;459;673;237;2017;12;27
2017-12-27;Übrige;343;323;170;2017;12;27
2017-12-25;3-Stern;581;1233;320;2017;12;25
2017-12-24;1- und 2-Stern;290;664;188;2017;12;24
2017-12-24;Übrige;134;323;82;2017;12;24
2017-12-23;Übrige;147;320;81;2017;12;23
2017-12-22;4- und 5-Stern;702;1553;378;2017;12;22
2017-12-22;3-Stern;774;1360;456;2017;12;22
2017-12-21;3-Stern;716;1673;498;2017;12;21
2017-12-21;1- und 2-Stern;355;673;249;2017;12;21
2017-12-20;4- und 5-Stern;746;1717;563;2017;12;20
2017-12-20;3-Stern;839;1673;624;2017;12;20
2017-12-20;Übrige;203;362;164;2017;12;20
2017-12-19;1- und 2-Stern;383;754;282;2017;12;19
2017-12-16;3-Stern;1612;1673;941;2017;12;16
2017-12-16;1- und 2-Stern;673;754;350;2017;12;16
2017-12-14;Übrige;238;362;190;2017;12;14
2017-12-13;4- und 5-Stern;1612;1717;1425;2017;12;13
2017-12-13;1- und 2-Stern;528;754;386;2017;12;13
2017-12-12;3-Stern;1542;1673;1288;2017;12;12
2017-12-12;Übrige;280;362;225;2017;12;12
2017-12-11;3-Stern;1386;1673;1111;2017;12;11
2017-12-09;3-Stern;2371;1673;1310;2017;12;9
2017-12-09;Übrige;503;365;251;2017;12;9
2017-12-07;3-Stern;1682;1673;1234;2017;12;7
2017-12-07;Übrige;365;365;239;2017;12;7
2017-12-03;3-Stern;1093;1673;807;2017;12;3
2017-12-02;4- und 5-Stern;2270;1717;1333;2017;12;2
2017-12-02;1- und 2-Stern;765;754;389;2017;12;2
2017-12-01;1- und 2-Stern;600;754;339;2017;12;1
2017-11-30;4- und 5-Stern;1357;1717;1142;2017;11;30
2017-11-30;3-Stern;1215;1673;1010;2017;11;30
2017-11-30;Übrige;317;365;205;2017;11;30
2017-11-27;4- und 5-Stern;1397;1717;1295;2017;11;27
2017-11-27;3-Stern;1331;1673;1184;2017;11;27
2017-11-26;4- und 5-Stern;861;1717;690;2017;11;26
2017-11-26;1- und 2-Stern;285;754;193;2017;11;26
2017-11-25;1- und 2-Stern;648;754;347;2017;11;25
2017-11-24;Übrige;429;365;250;2017;11;24
2017-11-23;3-Stern;1437;1673;1171;2017;11;23
2017-11-23;1- und 2-Stern;387;754;280;2017;11;23
2017-11-22;1- und 2-Stern;901;754;589;2017;11;22
2017-11-22;Übrige;485;365;283;2017;11;22
2017-11-21;1- und 2-Stern;864;754;623;2017;11;21
2017-11-21;Übrige;480;365;306;2017;11;21
2017-11-20;4- und 5-Stern;1849;1717;1656;2017;11;20
2017-11-20;3-Stern;1816;1673;1646;2017;11;20
2017-11-19;3-Stern;1457;1673;1292;2017;11;19
2017-11-18;3-Stern;1670;1673;1319;2017;11;18
2017-11-16;3-Stern;1547;1673;1387;2017;11;16
2017-11-11;Übrige;550;365;295;2017;11;11
2017-11-10;4- und 5-Stern;1481;1717;1076;2017;11;10
2017-11-10;1- und 2-Stern;570;754;329;2017;11;10
2017-11-07;4- und 5-Stern;1583;1717;1469;2017;11;7
2017-11-06;4- und 5-Stern;1458;1717;1371;2017;11;6
2017-11-06;Übrige;368;365;245;2017;11;6
2017-11-04;1- und 2-Stern;626;754;379;2017;11;4
2017-11-04;Übrige;461;365;245;2017;11;4
2017-11-03;Übrige;364;365;224;2017;11;3
2017-11-02;1- und 2-Stern;443;754;286;2017;11;2
2017-11-02;Übrige;343;365;237;2017;11;2
2017-10-31;3-Stern;1673;1673;1271;2017;10;31
2017-10-31;1- und 2-Stern;742;754;492;2017;10;31
2017-10-31;Übrige;534;363;272;2017;10;31
2017-10-30;1- und 2-Stern;545;754;350;2017;10;30
2017-10-29;4- und 5-Stern;1127;1717;805;2017;10;29
2017-10-29;3-Stern;1271;1673;802;2017;10;29
2017-10-27;4- und 5-Stern;2024;1717;1322;2017;10;27
2017-10-27;3-Stern;1833;1673;1181;2017;10;27
2017-10-25;3-Stern;1926;1673;1589;2017;10;25
2017-10-24;3-Stern;1891;1673;1656;2017;10;24
2017-10-24;Übrige;450;363;282;2017;10;24
2017-10-23;1- und 2-Stern;765;754;610;2017;10;23
2017-10-23;Übrige;421;363;270;2017;10;23
2017-10-22;4- und 5-Stern;1342;1717;1090;2017;10;22
2017-10-21;1- und 2-Stern;587;754;358;2017;10;21
2017-10-20;1- und 2-Stern;434;754;280;2017;10;20
2017-10-19;4- und 5-Stern;1552;1717;1360;2017;10;19
2017-10-18;4- und 5-Stern;1657;1717;1552;2017;10;18
2017-10-18;3-Stern;1521;1673;1383;2017;10;18
2017-10-18;1- und 2-Stern;530;754;406;2017;10;18
2017-10-17;1- und 2-Stern;457;754;352;2017;10;17
2017-10-15;4- und 5-Stern;1032;1717;788;2017;10;15
2017-10-15;1- und 2-Stern;300;754;206;2017;10;15
2017-10-15;Übrige;177;363;106;2017;10;15
2017-10-14;4- und 5-Stern;1254;1717;823;2017;10;14
2017-10-13;Übrige;346;363;192;2017;10;13
2017-10-11;4- und 5-Stern;1705;1717;1500;2017;10;11
2017-10-11;1- und 2-Stern;555;754;388;2017;10;11
2017-10-11;Übrige;439;363;277;2017;10;11
2017-10-09;1- und 2-Stern;417;754;303;2017;10;9
2017-10-08;Übrige;213;363;120;2017;10;8
2017-10-07;Übrige;606;363;292;2017;10;7
2017-10-06;3-Stern;1269;1673;855;2017;10;6
2017-10-06;1- und 2-Stern;629;754;339;2017;10;6
2017-10-05;3-Stern;1333;1673;1086;2017;10;5
2017-10-04;1- und 2-Stern;424;754;291;2017;10;4
2017-10-04;Übrige;477;363;271;2017;10;4
2017-10-03;Übrige;463;363;266;2017;10;3
2017-10-02;4- und 5-Stern;1154;1717;990;2017;10;2
2017-10-01;4- und 5-Stern;984;1717;730;2017;10;1
2017-10-01;1- und 2-Stern;304;754;191;2017;10;1
2017-09-30;3-Stern;1380;1673;822;2017;9;30
2017-09-30;1- und 2-Stern;526;754;307;2017;9;30
2017-09-29;3-Stern;1298;1673;857;2017;9;29
2017-09-29;Übrige;366;363;203;2017;9;29
2017-09-26;3-Stern;1808;1673;1613;2017;9;26
2017-09-26;1- und 2-Stern;620;754;462;2017;9;26
2017-09-26;Übrige;460;363;292;2017;9;26
2017-09-25;1- und 2-Stern;529;754;378;2017;9;25
2017-09-25;Übrige;341;363;248;2017;9;25
2017-09-24;4- und 5-Stern;1246;1717;1007;2017;9;24
2017-09-23;4- und 5-Stern;1396;1717;934;2017;9;23
2017-09-23;3-Stern;1549;1673;943;2017;9;23
2017-09-23;1- und 2-Stern;677;754;387;2017;9;23
2017-09-23;Übrige;436;363;219;2017;9;23
2017-09-22;1- und 2-Stern;545;754;325;2017;9;22
2017-09-21;1- und 2-Stern;503;754;400;2017;9;21
2017-09-20;4- und 5-Stern;1700;1493;1485;2017;9;20
2017-09-20;Übrige;384;363;264;2017;9;20
2017-09-19;1- und 2-Stern;555;754;429;2017;9;19
2017-09-18;4- und 5-Stern;1428;1493;1287;2017;9;18
2017-09-18;3-Stern;1368;1673;1230;2017;9;18
2017-09-18;1- und 2-Stern;488;754;354;2017;9;18
2017-09-18;Übrige;345;363;232;2017;9;18
2017-09-17;3-Stern;1033;1673;728;2017;9;17
2017-09-17;1- und 2-Stern;383;754;250;2017;9;17
2017-09-16;4- und 5-Stern;1490;1493;931;2017;9;16
2017-09-16;1- und 2-Stern;737;754;403;2017;9;16
2017-09-15;4- und 5-Stern;1423;1493;989;2017;9;15
2017-09-15;3-Stern;1360;1673;964;2017;9;15
2017-09-15;1- und 2-Stern;651;754;399;2017;9;15
2017-09-14;3-Stern;1694;1673;1504;2017;9;14
2017-09-13;4- und 5-Stern;1643;1493;1481;2017;9;13
2017-09-12;4- und 5-Stern;1620;1493;1476;2017;9;12
2017-09-12;Übrige;495;363;303;2017;9;12
2017-09-09;4- und 5-Stern;1262;1493;808;2017;9;9
2017-09-09;Übrige;517;363;254;2017;9;9
2017-09-08;4- und 5-Stern;1189;1493;796;2017;9;8
2017-09-07;4- und 5-Stern;1301;1493;1031;2017;9;7
2017-09-07;3-Stern;1375;1673;1106;2017;9;7
2017-09-06;3-Stern;1571;1673;1305;2017;9;6
2017-09-06;1- und 2-Stern;682;754;436;2017;9;6
2017-09-04;3-Stern;1300;1673;1065;2017;9;4
2017-09-04;Übrige;343;363;211;2017;9;4
2017-09-03;1- und 2-Stern;434;754;280;2017;9;3
2017-09-03;Übrige;212;363;135;2017;9;3
2017-09-02;4- und 5-Stern;1316;1493;816;2017;9;2
2017-08-31;4- und 5-Stern;1327;1493;1011;2017;8;31
2017-08-31;Übrige;472;360;252;2017;8;31
2017-08-30;Übrige;416;360;263;2017;8;30
2017-08-29;3-Stern;1318;1673;1086;2017;8;29
2017-08-28;3-Stern;1232;1673;953;2017;8;28
2017-08-27;4- und 5-Stern;861;1493;613;2017;8;27
2017-08-25;4- und 5-Stern;1338;1493;814;2017;8;25
2017-08-25;3-Stern;1463;1673;895;2017;8;25
2017-08-23;Übrige;412;360;279;2017;8;23
2017-08-21;4- und 5-Stern;1454;1493;1170;2017;8;21
2017-08-21;1- und 2-Stern;757;737;487;2017;8;21
2017-08-20;1- und 2-Stern;507;737;283;2017;8;20
2017-08-20;Übrige;229;363;137;2017;8;20
2017-08-18;Übrige;380;363;204;2017;8;18
2017-08-15;3-Stern;1623;1673;1216;2017;8;15
2017-08-15;1- und 2-Stern;690;737;458;2017;8;15
2017-08-13;4- und 5-Stern;1676;1493;1140;2017;8;13
2017-08-13;1- und 2-Stern;653;737;398;2017;8;13
2017-08-12;Übrige;498;363;251;2017;8;12
2017-08-10;4- und 5-Stern;1296;1493;868;2017;8;10
2017-08-10;3-Stern;1187;1647;794;2017;8;10
2017-08-08;4- und 5-Stern;1388;1493;1102;2017;8;8
2017-08-08;3-Stern;1363;1647;989;2017;8;8
2017-08-08;Übrige;422;363;255;2017;8;8
2017-08-06;1- und 2-Stern;478;737;263;2017;8;6
2017-08-06;Übrige;250;363;132;2017;8;6
2017-08-05;4- und 5-Stern;1154;1493;656;2017;8;5
2017-08-03;3-Stern;1188;1623;726;2017;8;3
2017-08-01;Übrige;195;303;119;2017;8;1
2017-07-30;1- und 2-Stern;529;737;306;2017;7;30
2017-07-30;Übrige;264;300;130;2017;7;30
2017-07-29;3-Stern;2382;1673;1327;2017;7;29
2017-07-29;1- und 2-Stern;829;737;500;2017;7;29
2017-07-29;Übrige;446;300;196;2017;7;29
2017-07-28;3-Stern;2232;1673;1248;2017;7;28
2017-07-28;1- und 2-Stern;744;737;436;2017;7;28
2017-07-28;Übrige;429;300;198;2017;7;28
2017-07-27;4- und 5-Stern;1650;1493;1091;2017;7;27
2017-07-27;1- und 2-Stern;583;737;362;2017;7;27
2017-07-26;3-Stern;1945;1673;1275;2017;7;26
2017-07-26;1- und 2-Stern;658;737;403;2017;7;26
2017-07-26;Übrige;423;300;236;2017;7;26
2017-07-25;4- und 5-Stern;1851;1493;1396;2017;7;25
2017-07-25;3-Stern;2113;1673;1386;2017;7;25
2017-07-25;1- und 2-Stern;687;737;432;2017;7;25
2017-07-24;1- und 2-Stern;595;737;379;2017;7;24
2017-07-23;Übrige;347;300;179;2017;7;23
2017-07-22;4- und 5-Stern;2245;1493;1270;2017;7;22
2017-07-22;3-Stern;2674;1673;1497;2017;7;22
2017-07-22;1- und 2-Stern;907;656;503;2017;7;22
2017-07-21;3-Stern;2252;1673;1266;2017;7;21
2017-07-21;Übrige;433;303;209;2017;7;21
2017-07-20;3-Stern;1689;1673;1069;2017;7;20
2017-07-19;1- und 2-Stern;473;656;312;2017;7;19
2017-07-18;1- und 2-Stern;554;656;337;2017;7;18
2017-07-17;4- und 5-Stern;1435;1493;1136;2017;7;17
2017-07-17;1- und 2-Stern;564;656;332;2017;7;17
2017-07-16;4- und 5-Stern;1017;1493;703;2017;7;16
2017-07-16;1- und 2-Stern;438;656;233;2017;7;16
2017-07-16;Übrige;198;303;103;2017;7;16
2017-07-15;1- und 2-Stern;488;656;244;2017;7;15
2017-07-14;3-Stern;1628;1673;946;2017;7;14
2017-07-14;1- und 2-Stern;660;656;338;2017;7;14
2017-07-14;Übrige;306;303;145;2017;7;14
2017-07-13;Übrige;290;303;160;2017;7;13
2017-07-12;4- und 5-Stern;1323;1493;1147;2017;7;12
2017-07-12;1- und 2-Stern;581;656;348;2017;7;12
2017-07-10;3-Stern;1417;1673;1143;2017;7;10
2017-07-10;Übrige;354;303;210;2017;7;10
2017-07-07;4- und 5-Stern;1020;1493;627;2017;7;7
2017-07-07;Übrige;276;303;154;2017;7;7
2017-07-06;Übrige;318;303;211;2017;7;6
2017-07-05;4- und 5-Stern;1345;1493;1125;2017;7;5
2017-07-05;3-Stern;1532;1673;1252;2017;7;5
2017-07-04;3-Stern;1420;1673;1200;2017;7;4
2017-07-03;4- und 5-Stern;1092;1493;873;2017;7;3
2017-07-02;3-Stern;1018;1673;696;2017;7;2
2017-07-02;Übrige;188;303;107;2017;7;2
2017-06-30;3-Stern;1408;1673;964;2017;6;30
2017-06-30;1- und 2-Stern;767;737;484;2017;6;30
2017-06-29;3-Stern;1693;1673;1398;2017;6;29
2017-06-29;1- und 2-Stern;825;737;578;2017;6;29
2017-06-29;Übrige;467;360;286;2017;6;29
2017-06-28;1- und 2-Stern;768;737;594;2017;6;28
2017-06-24;Übrige;402;360;214;2017;6;24
2017-06-23;4- und 5-Stern;1456;1493;1034;2017;6;23
2017-06-23;3-Stern;1607;1673;1094;2017;6;23
2017-06-23;Übrige;350;360;201;2017;6;23
2017-06-22;Übrige;466;360;273;2017;6;22
2017-06-21;4- und 5-Stern;1660;1493;1461;2017;6;21
2017-06-21;1- und 2-Stern;715;737;523;2017;6;21
