datum;Hotelkategorie;Anzahl Logiernächte;Anzahl verfügbare Zimmer;Anzahl belegte Zimmer;Jahr;Monat;Tag
2018-09-13;3-Stern;1489;1673;1321;2018;9;13
2018-09-12;4- und 5-Stern;1783;1717;1548;2018;9;12
2018-09-12;3-Stern;1751;1673;1528;2018;9;12
2018-09-11;3-Stern;1696;1673;1526;2018;9;11
2018-09-11;1- und 2-Stern;692;709;529;2018;9;11
2018-09-11;Übrige;370;343;251;2018;9;11
2018-09-10;4- und 5-Stern;1425;1717;1270;2018;9;10
2018-09-10;1- und 2-Stern;537;709;397;2018;9;10
2018-09-10;Übrige;301;343;212;2018;9;10
2018-09-09;3-Stern;1005;1664;763;2018;9;9
2018-09-09;1- und 2-Stern;401;709;253;2018;9;9
2018-09-08;4- und 5-Stern;1534;1645;954;2018;9;8
2018-09-08;1- und 2-Stern;687;709;439;2018;9;8
2018-09-07;4- und 5-Stern;1333;1645;890;2018;9;7
2018-09-06;3-Stern;1428;1664;1192;2018;9;6
2018-09-05;4- und 5-Stern;1392;1645;1160;2018;9;5
2018-09-04;3-Stern;1648;1664;1333;2018;9;4
2018-09-04;1- und 2-Stern;638;709;477;2018;9;4
2016-08-14;4- und 5-Stern;1101;1717;717;2016;8;14
2016-08-14;3-Stern;938;1445;543;2016;8;14
2016-08-13;4- und 5-Stern;1755;1717;1040;2016;8;13
2016-08-09;4- und 5-Stern;1469;1717;1152;2016;8;9
2016-08-09;3-Stern;1189;1445;884;2016;8;9
2016-08-09;1- und 2-Stern;572;725;360;2016;8;9
2016-08-08;1- und 2-Stern;468;725;298;2016;8;8
2016-08-07;1- und 2-Stern;379;725;216;2016;8;7
2016-08-07;Übrige;89;281;52;2016;8;7
2016-08-06;4- und 5-Stern;1253;1717;731;2016;8;6
2016-08-05;3-Stern;1080;1421;621;2016;8;5
2016-08-05;Übrige;108;281;67;2016;8;5
2016-08-04;4- und 5-Stern;1201;1717;832;2016;8;4
2016-08-04;3-Stern;1045;1421;702;2016;8;4
2016-08-03;3-Stern;988;1421;702;2016;8;3
2016-08-02;3-Stern;960;1445;655;2016;8;2
2016-08-02;1- und 2-Stern;591;725;350;2016;8;2
2016-08-01;3-Stern;943;1427;629;2016;8;1
2016-08-01;1- und 2-Stern;517;725;293;2016;8;1
2016-08-01;Übrige;117;284;69;2016;8;1
2016-07-31;Übrige;161;242;83;2016;7;31
2016-07-30;3-Stern;2050;1443;1125;2016;7;30
2016-07-30;1- und 2-Stern;839;725;452;2016;7;30
2016-07-30;Übrige;236;242;123;2016;7;30
2016-07-28;3-Stern;1610;1443;1003;2016;7;28
2016-07-27;1- und 2-Stern;545;725;348;2016;7;27
2016-07-26;Übrige;153;242;106;2016;7;26
2016-07-25;4- und 5-Stern;1694;1717;1269;2016;7;25
2016-07-25;1- und 2-Stern;579;725;363;2016;7;25
2016-07-24;4- und 5-Stern;1551;1717;1054;2016;7;24
2016-07-24;1- und 2-Stern;527;725;283;2016;7;24
2016-07-24;Übrige;132;242;64;2016;7;24
2016-07-22;3-Stern;1827;1443;1061;2016;7;22
2016-07-21;1- und 2-Stern;525;725;316;2016;7;21
2016-07-21;Übrige;163;242;97;2016;7;21
2016-07-20;1- und 2-Stern;513;725;310;2016;7;20
2016-07-18;1- und 2-Stern;538;725;304;2016;7;18
2016-07-17;4- und 5-Stern;1091;1717;776;2016;7;17
2016-07-17;Übrige;113;242;57;2016;7;17
2016-07-16;4- und 5-Stern;1416;1717;856;2016;7;16
2016-07-16;1- und 2-Stern;564;725;304;2016;7;16
2016-07-16;Übrige;132;242;68;2016;7;16
2016-07-15;1- und 2-Stern;737;725;389;2016;7;15
2016-07-14;4- und 5-Stern;1257;1717;953;2016;7;14
2016-07-14;Übrige;129;242;58;2016;7;14
2016-07-13;4- und 5-Stern;1352;1717;1142;2016;7;13
2016-07-13;1- und 2-Stern;509;725;318;2016;7;13
2016-07-13;Übrige;130;242;55;2016;7;13
2016-07-12;3-Stern;1207;1443;942;2016;7;12
2016-07-12;Übrige;114;242;52;2016;7;12
2016-07-11;3-Stern;1092;1443;859;2016;7;11
2016-07-11;1- und 2-Stern;471;725;294;2016;7;11
2016-07-09;3-Stern;1059;1443;605;2016;7;9
2016-07-09;Übrige;136;99;62;2016;7;9
2016-07-07;1- und 2-Stern;413;725;247;2016;7;7
2016-07-06;3-Stern;1280;1496;1024;2016;7;6
2016-07-06;Übrige;95;96;52;2016;7;6
2016-07-05;3-Stern;1316;1496;1082;2016;7;5
2016-07-04;3-Stern;1080;1496;894;2016;7;4
2016-07-02;4- und 5-Stern;1212;1717;716;2016;7;2
2016-07-02;Übrige;108;96;58;2016;7;2
2016-07-01;4- und 5-Stern;1252;1717;825;2016;7;1
2016-07-01;3-Stern;1059;1496;692;2016;7;1
2016-07-01;Übrige;102;96;56;2016;7;1
2016-06-30;4- und 5-Stern;1333;1717;1078;2016;6;30
2016-06-30;3-Stern;1253;1498;1006;2016;6;30
2016-06-30;1- und 2-Stern;545;725;366;2016;6;30
2016-06-28;1- und 2-Stern;658;725;477;2016;6;28
2016-06-28;Übrige;125;138;68;2016;6;28
2016-06-27;4- und 5-Stern;1769;1717;1531;2016;6;27
2016-06-27;3-Stern;1495;1498;1265;2016;6;27
2016-06-27;1- und 2-Stern;528;725;392;2016;6;27
2016-06-27;Übrige;91;138;51;2016;6;27
2016-06-25;1- und 2-Stern;500;725;275;2016;6;25
2016-06-24;1- und 2-Stern;574;725;350;2016;6;24
2016-06-23;4- und 5-Stern;1954;1717;1511;2016;6;23
2016-06-22;4- und 5-Stern;1794;1717;1575;2016;6;22
2016-06-22;3-Stern;1693;1498;1422;2016;6;22
2016-06-22;Übrige;115;138;72;2016;6;22
2016-06-21;4- und 5-Stern;1833;1717;1663;2016;6;21
2016-06-20;Übrige;136;138;88;2016;6;20
2016-06-19;4- und 5-Stern;1513;1717;1102;2016;6;19
2016-06-19;Übrige;131;138;80;2016;6;19
2016-06-18;1- und 2-Stern;739;725;468;2016;6;18
2016-06-17;Übrige;176;141;100;2016;6;17
2016-06-16;4- und 5-Stern;1938;1717;1531;2016;6;16
2016-06-16;3-Stern;1743;1498;1375;2016;6;16
2016-06-15;3-Stern;1787;1498;1447;2016;6;15
2016-06-14;3-Stern;1898;1498;1484;2016;6;14
2016-06-14;1- und 2-Stern;940;725;682;2016;6;14
2016-06-13;3-Stern;1847;1498;1472;2016;6;13
2016-06-13;1- und 2-Stern;899;725;669;2016;6;13
2016-06-11;3-Stern;1339;1480;940;2016;6;11
2016-06-11;Übrige;119;141;79;2016;6;11
2016-06-10;4- und 5-Stern;1781;1717;1431;2016;6;10
2016-06-10;3-Stern;1565;1498;1221;2016;6;10
2016-06-09;3-Stern;1637;1498;1384;2016;6;9
2016-06-08;3-Stern;1619;1498;1419;2016;6;8
2016-06-08;Übrige;121;141;78;2016;6;8
2016-06-07;3-Stern;1502;1498;1349;2016;6;7
2016-06-05;1- und 2-Stern;419;725;260;2016;6;5
2016-06-05;Übrige;85;141;41;2016;6;5
2016-06-04;Übrige;97;141;49;2016;6;4
2016-06-03;Übrige;113;141;55;2016;6;3
2016-06-01;4- und 5-Stern;1903;1717;1657;2016;6;1
2016-06-01;3-Stern;1615;1498;1429;2016;6;1
2016-05-31;1- und 2-Stern;814;725;620;2016;5;31
2016-05-30;4- und 5-Stern;1409;1717;1205;2016;5;30
2016-05-30;3-Stern;1186;1498;1039;2016;5;30
2016-05-30;Übrige;98;138;48;2016;5;30
2016-05-28;3-Stern;1393;1498;859;2016;5;28
2016-05-27;Übrige;112;138;64;2016;5;27
2016-05-26;3-Stern;1390;1498;1092;2016;5;26
2016-05-26;Übrige;108;138;59;2016;5;26
2016-05-23;Übrige;69;138;46;2016;5;23
2016-05-22;Übrige;57;138;35;2016;5;22
2016-05-21;3-Stern;1279;1498;767;2016;5;21
2016-05-21;1- und 2-Stern;533;725;289;2016;5;21
2016-05-20;1- und 2-Stern;500;725;264;2016;5;20
2016-05-20;Übrige;71;138;40;2016;5;20
2016-05-19;4- und 5-Stern;1320;1717;1006;2016;5;19
2016-05-19;3-Stern;1114;1498;902;2016;5;19
2016-05-18;4- und 5-Stern;2099;1717;1690;2016;5;18
2016-05-17;4- und 5-Stern;2079;1717;1674;2016;5;17
2016-05-16;3-Stern;857;1474;723;2016;5;16
2016-05-14;4- und 5-Stern;1550;1717;906;2016;5;14
2016-05-13;3-Stern;1074;1474;733;2016;5;13
2016-05-12;Übrige;98;138;51;2016;5;12
2016-05-11;Übrige;88;138;52;2016;5;11
2016-05-10;4- und 5-Stern;1828;1717;1673;2016;5;10
2016-05-10;3-Stern;1496;1498;1345;2016;5;10
2016-05-10;Übrige;68;138;47;2016;5;10
2016-05-09;1- und 2-Stern;511;725;345;2016;5;9
2016-05-08;1- und 2-Stern;303;725;190;2016;5;8
2016-05-07;Übrige;91;138;52;2016;5;7
2016-05-06;4- und 5-Stern;2025;1717;1485;2016;5;6
2016-05-06;3-Stern;1896;1498;1149;2016;5;6
2016-05-05;4- und 5-Stern;1878;1717;1442;2016;5;5
2016-05-03;1- und 2-Stern;476;725;328;2016;5;3
2016-05-02;4- und 5-Stern;1110;1717;974;2016;5;2
2016-05-02;3-Stern;838;1498;708;2016;5;2
2016-05-02;Übrige;48;138;31;2016;5;2
2016-05-01;Übrige;56;138;35;2016;5;1
2016-04-30;1- und 2-Stern;440;725;232;2016;4;30
2016-04-30;Übrige;116;138;55;2016;4;30
2016-04-29;4- und 5-Stern;1064;1717;713;2016;4;29
2016-04-28;1- und 2-Stern;567;725;395;2016;4;28
2016-04-28;Übrige;108;138;56;2016;4;28
2016-04-26;1- und 2-Stern;475;725;368;2016;4;26
2016-04-26;Übrige;81;138;45;2016;4;26
2016-04-25;4- und 5-Stern;1610;1717;1417;2016;4;25
2016-04-25;3-Stern;1268;1455;1125;2016;4;25
2016-04-24;Übrige;87;138;49;2016;4;24
2016-04-23;3-Stern;1220;1455;770;2016;4;23
2016-04-23;Übrige;116;138;70;2016;4;23
2016-04-22;4- und 5-Stern;1176;1717;787;2016;4;22
2016-04-21;4- und 5-Stern;1264;1717;1071;2016;4;21
2016-04-21;1- und 2-Stern;589;725;409;2016;4;21
2016-04-20;1- und 2-Stern;601;725;417;2016;4;20
2016-04-18;Übrige;106;138;65;2016;4;18
2016-04-17;4- und 5-Stern;891;1717;671;2016;4;17
2016-04-16;3-Stern;1139;1455;779;2016;4;16
2016-04-16;1- und 2-Stern;676;725;365;2016;4;16
2016-04-15;3-Stern;1022;1455;742;2016;4;15
2016-04-14;4- und 5-Stern;1188;1717;994;2016;4;14
2016-04-14;1- und 2-Stern;505;725;330;2016;4;14
2016-04-13;3-Stern;1295;1455;1136;2016;4;13
2016-04-13;Übrige;102;138;53;2016;4;13
2016-04-12;1- und 2-Stern;606;725;455;2016;4;12
2016-04-11;4- und 5-Stern;1584;1717;1430;2016;4;11
2016-04-10;1- und 2-Stern;343;725;242;2016;4;10
2016-04-09;4- und 5-Stern;1403;1717;916;2016;4;9
2016-04-09;3-Stern;974;1455;615;2016;4;9
2016-04-08;4- und 5-Stern;1299;1717;896;2016;4;8
2016-04-08;Übrige;143;138;79;2016;4;8
2016-04-07;3-Stern;1258;1455;1057;2016;4;7
2016-04-07;Übrige;84;138;64;2016;4;7
2016-04-04;4- und 5-Stern;1453;1717;1247;2016;4;4
2016-04-04;Übrige;104;138;56;2016;4;4
2016-04-03;Übrige;86;138;45;2016;4;3
2016-04-02;Übrige;93;138;53;2016;4;2
2016-04-01;3-Stern;866;1455;556;2016;4;1
2016-04-01;1- und 2-Stern;433;725;285;2016;4;1
2016-03-31;3-Stern;985;1425;738;2016;3;31
2016-03-30;3-Stern;1105;1425;840;2016;3;30
2016-03-30;1- und 2-Stern;451;680;312;2016;3;30
2016-03-30;Übrige;105;138;66;2016;3;30
2016-03-29;4- und 5-Stern;1208;1753;1042;2016;3;29
2016-03-29;1- und 2-Stern;422;680;285;2016;3;29
2016-03-29;Übrige;89;138;63;2016;3;29
2016-03-28;Übrige;66;138;43;2016;3;28
2016-03-27;3-Stern;848;1392;469;2016;3;27
2016-03-25;3-Stern;1153;1392;660;2016;3;25
2016-03-24;4- und 5-Stern;686;1753;534;2016;3;24
2016-03-24;3-Stern;795;1441;551;2016;3;24
2016-03-22;3-Stern;1575;1465;1369;2016;3;22
2016-03-21;4- und 5-Stern;1866;1753;1662;2016;3;21
2016-03-21;Übrige;157;138;106;2016;3;21
2016-03-20;4- und 5-Stern;1979;1753;1715;2016;3;20
2016-03-19;4- und 5-Stern;2032;1753;1720;2016;3;19
2016-03-19;Übrige;170;138;106;2016;3;19
2016-03-17;3-Stern;1698;1465;1451;2016;3;17
2016-03-16;3-Stern;1625;1465;1432;2016;3;16
2016-03-15;4- und 5-Stern;1548;1753;1474;2016;3;15
2016-03-14;3-Stern;1112;1465;976;2016;3;14
2016-03-14;1- und 2-Stern;557;680;435;2016;3;14
2016-03-13;4- und 5-Stern;751;1753;618;2016;3;13
2016-03-12;4- und 5-Stern;1050;1753;672;2016;3;12
2016-03-12;1- und 2-Stern;490;680;289;2016;3;12
2016-03-11;1- und 2-Stern;499;680;323;2016;3;11
2016-03-11;Übrige;121;138;75;2016;3;11
2016-03-10;4- und 5-Stern;1395;1753;1207;2016;3;10
2016-03-10;3-Stern;1435;1465;1187;2016;3;10
2016-03-09;3-Stern;1557;1465;1367;2016;3;9
2016-03-09;1- und 2-Stern;631;680;486;2016;3;9
2016-03-06;Übrige;112;138;64;2016;3;6
2016-03-05;4- und 5-Stern;848;1753;566;2016;3;5
2016-03-05;3-Stern;1098;1465;754;2016;3;5
2016-03-05;Übrige;113;138;65;2016;3;5
2016-03-04;Übrige;112;138;73;2016;3;4
2016-03-03;Übrige;111;138;67;2016;3;3
2016-03-02;4- und 5-Stern;1512;1753;1434;2016;3;2
2016-03-02;3-Stern;1453;1465;1281;2016;3;2
2016-02-29;1- und 2-Stern;511;729;404;2016;2;29
2016-02-28;1- und 2-Stern;365;729;250;2016;2;28
2016-02-26;4- und 5-Stern;845;1753;648;2016;2;26
2016-02-25;4- und 5-Stern;1262;1753;1179;2016;2;25
2016-02-24;4- und 5-Stern;1632;1753;1566;2016;2;24
2016-02-23;4- und 5-Stern;1636;1753;1558;2016;2;23
2016-02-22;4- und 5-Stern;1493;1753;1407;2016;2;22
2016-02-21;4- und 5-Stern;856;1753;761;2016;2;21
2016-02-20;Übrige;106;138;58;2016;2;20
2016-02-19;1- und 2-Stern;490;729;290;2016;2;19
2016-02-17;3-Stern;1334;1396;1034;2016;2;17
2016-02-16;3-Stern;1646;1396;1168;2016;2;16
2016-02-16;Übrige;113;138;58;2016;2;16
2016-02-15;4- und 5-Stern;2099;1753;1465;2016;2;15
2016-02-15;Übrige;144;138;73;2016;2;15
2016-02-13;1- und 2-Stern;444;729;251;2016;2;13
2016-02-12;4- und 5-Stern;721;1753;484;2016;2;12
2016-02-12;Übrige;91;138;57;2016;2;12
2016-02-10;4- und 5-Stern;1366;1753;1301;2016;2;10
2016-02-10;3-Stern;1064;1396;931;2016;2;10
2016-02-09;3-Stern;1120;1396;974;2016;2;9
2016-02-09;Übrige;108;138;64;2016;2;9
2016-02-06;4- und 5-Stern;850;1753;553;2016;2;6
2016-02-06;3-Stern;819;1398;523;2016;2;6
2016-02-06;Übrige;114;138;69;2016;2;6
2016-02-05;1- und 2-Stern;392;729;264;2016;2;5
2016-02-04;1- und 2-Stern;384;729;307;2016;2;4
2016-02-02;4- und 5-Stern;1749;1753;1655;2016;2;2
2016-02-02;3-Stern;1407;1416;1264;2016;2;2
2016-02-02;Übrige;82;138;57;2016;2;2
2016-01-31;3-Stern;496;1416;413;2016;1;31
2016-01-31;1- und 2-Stern;259;731;171;2016;1;31
2016-01-30;Übrige;65;138;42;2016;1;30
2016-01-29;4- und 5-Stern;1005;1753;766;2016;1;29
2016-01-29;3-Stern;821;1416;606;2016;1;29
2016-01-29;1- und 2-Stern;456;731;275;2016;1;29
2016-01-28;3-Stern;1008;1416;912;2016;1;28
2016-01-28;Übrige;46;138;31;2016;1;28
2016-01-27;4- und 5-Stern;1656;1753;1581;2016;1;27
2016-01-27;1- und 2-Stern;447;731;383;2016;1;27
2016-01-26;4- und 5-Stern;1628;1753;1555;2016;1;26
2016-01-25;3-Stern;1021;1416;942;2016;1;25
2016-01-24;1- und 2-Stern;217;731;150;2016;1;24
2016-01-24;Übrige;40;138;27;2016;1;24
2016-01-23;4- und 5-Stern;788;1753;532;2016;1;23
2016-01-23;Übrige;75;138;51;2016;1;23
2016-01-22;1- und 2-Stern;358;731;235;2016;1;22
2016-01-22;Übrige;67;138;42;2016;1;22
2016-01-20;4- und 5-Stern;1436;1753;1382;2016;1;20
2016-01-20;Übrige;79;138;45;2016;1;20
2016-01-19;3-Stern;1371;1416;1299;2016;1;19
2016-01-18;3-Stern;1249;1416;1173;2016;1;18
2016-01-18;Übrige;95;138;62;2016;1;18
2016-01-17;1- und 2-Stern;340;731;240;2016;1;17
2016-01-16;4- und 5-Stern;763;1753;512;2016;1;16
2016-01-16;Übrige;96;138;46;2016;1;16
2016-01-15;4- und 5-Stern;1373;1753;1145;2016;1;15
2016-01-15;Übrige;113;138;64;2016;1;15
2016-01-13;1- und 2-Stern;744;731;661;2016;1;13
2016-01-12;Übrige;112;138;77;2016;1;12
2016-01-11;3-Stern;1348;1416;1289;2016;1;11
2016-01-10;4- und 5-Stern;745;1753;650;2016;1;10
2016-01-10;3-Stern;486;1396;437;2016;1;10
2016-01-10;1- und 2-Stern;321;669;244;2016;1;10
2016-01-09;1- und 2-Stern;454;669;271;2016;1;9
2016-01-09;Übrige;88;135;45;2016;1;9
2016-01-08;Übrige;91;135;49;2016;1;8
2016-01-07;4- und 5-Stern;772;1753;624;2016;1;7
2016-01-07;3-Stern;768;1396;676;2016;1;7
2016-01-07;1- und 2-Stern;456;669;305;2016;1;7
2016-01-07;Übrige;68;135;45;2016;1;7
2016-01-06;Übrige;109;135;55;2016;1;6
2016-01-05;Übrige;72;135;48;2016;1;5
2016-01-04;4- und 5-Stern;611;1753;503;2016;1;4
2016-01-04;Übrige;87;135;51;2016;1;4
2016-01-03;4- und 5-Stern;368;1553;256;2016;1;3
2016-01-03;1- und 2-Stern;262;669;156;2016;1;3
2016-01-02;Übrige;71;135;35;2016;1;2
2016-01-01;4- und 5-Stern;909;1488;512;2016;1;1
2015-12-30;1- und 2-Stern;405;669;217;2015;12;30
2015-12-30;Übrige;33;66;22;2015;12;30
2015-12-29;1- und 2-Stern;415;669;223;2015;12;29
2015-12-28;4- und 5-Stern;581;1488;352;2015;12;28
2015-12-28;3-Stern;598;1072;350;2015;12;28
2015-12-28;Übrige;46;66;25;2015;12;28
2015-12-27;3-Stern;500;949;307;2015;12;27
2015-12-26;3-Stern;663;949;373;2015;12;26
2015-12-26;Übrige;41;66;22;2015;12;26
2015-12-25;3-Stern;506;905;306;2015;12;25
2015-12-25;1- und 2-Stern;324;660;178;2015;12;25
2015-12-24;4- und 5-Stern;480;1488;278;2015;12;24
2015-12-24;1- und 2-Stern;318;660;179;2015;12;24
2015-12-24;Übrige;39;66;22;2015;12;24
2015-12-23;4- und 5-Stern;521;1488;298;2015;12;23
2015-12-22;4- und 5-Stern;635;1574;405;2015;12;22
2015-12-22;3-Stern;467;1261;316;2015;12;22
2015-12-21;3-Stern;655;1375;446;2015;12;21
2015-12-20;1- und 2-Stern;330;731;188;2015;12;20
2015-12-20;Übrige;47;108;25;2015;12;20
2015-12-17;3-Stern;988;1415;819;2015;12;17
2015-12-16;1- und 2-Stern;536;731;410;2015;12;16
2015-12-15;Übrige;76;108;48;2015;12;15
2015-12-14;4- und 5-Stern;1486;1688;1310;2015;12;14
2015-12-14;1- und 2-Stern;455;731;331;2015;12;14
2015-12-14;Übrige;74;108;46;2015;12;14
2015-12-12;1- und 2-Stern;674;731;365;2015;12;12
2015-12-12;Übrige;49;108;27;2015;12;12
2015-12-11;Übrige;38;108;22;2015;12;11
2015-12-09;3-Stern;1310;1415;1194;2015;12;9
2015-12-08;3-Stern;1379;1415;1238;2015;12;8
2015-12-08;Übrige;54;108;34;2015;12;8
2015-12-07;4- und 5-Stern;1810;1688;1514;2015;12;7
2015-12-07;1- und 2-Stern;685;731;453;2015;12;7
2015-12-07;Übrige;37;108;26;2015;12;7
2015-12-06;3-Stern;1217;1415;803;2015;12;6
2015-12-06;1- und 2-Stern;534;731;305;2015;12;6
2015-12-06;Übrige;34;111;23;2015;12;6
2015-12-05;1- und 2-Stern;903;731;467;2015;12;5
2015-12-03;1- und 2-Stern;494;731;362;2015;12;3
2015-12-02;3-Stern;1218;1415;1121;2015;12;2
2015-12-01;1- und 2-Stern;521;731;405;2015;12;1
2015-11-30;4- und 5-Stern;1585;1688;1425;2015;11;30
2015-11-28;4- und 5-Stern;2248;1688;1350;2015;11;28
2015-11-28;3-Stern;1504;1416;904;2015;11;28
2015-11-28;Übrige;79;111;34;2015;11;28
2015-11-27;4- und 5-Stern;1638;1688;1024;2015;11;27
2015-11-27;Übrige;78;111;41;2015;11;27
2015-11-26;4- und 5-Stern;1372;1688;1106;2015;11;26
2015-11-26;1- und 2-Stern;711;731;490;2015;11;26
2015-11-25;3-Stern;1176;1416;1064;2015;11;25
2015-11-24;1- und 2-Stern;731;731;634;2015;11;24
2015-11-23;4- und 5-Stern;1847;1688;1661;2015;11;23
2015-11-22;4- und 5-Stern;1489;1688;1227;2015;11;22
2015-11-22;3-Stern;1287;1416;1140;2015;11;22
2015-11-22;Übrige;84;111;61;2015;11;22
2015-11-18;1- und 2-Stern;568;731;444;2015;11;18
2015-11-18;Übrige;57;111;40;2015;11;18
2015-11-17;1- und 2-Stern;525;731;416;2015;11;17
2015-11-17;Übrige;59;111;42;2015;11;17
2015-11-14;4- und 5-Stern;1305;1688;847;2015;11;14
2015-11-13;3-Stern;1141;1416;824;2015;11;13
2015-11-12;1- und 2-Stern;483;731;355;2015;11;12
2015-11-11;4- und 5-Stern;1681;1688;1555;2015;11;11
2015-11-11;1- und 2-Stern;523;731;367;2015;11;11
2015-11-11;Übrige;63;111;34;2015;11;11
2015-11-10;4- und 5-Stern;1706;1688;1614;2015;11;10
2015-11-10;1- und 2-Stern;526;731;444;2015;11;10
2015-11-10;Übrige;44;111;32;2015;11;10
2015-11-08;1- und 2-Stern;281;731;207;2015;11;8
2015-11-07;1- und 2-Stern;680;731;396;2015;11;7
2015-11-06;4- und 5-Stern;1012;1688;702;2015;11;6
2015-11-05;1- und 2-Stern;564;731;332;2015;11;5
2015-11-05;Übrige;75;111;40;2015;11;5
2015-11-04;3-Stern;1204;1416;1069;2015;11;4
2015-11-04;1- und 2-Stern;602;731;440;2015;11;4
2015-11-04;Übrige;70;111;37;2015;11;4
2015-11-03;4- und 5-Stern;1537;1688;1433;2015;11;3
2015-11-03;3-Stern;1275;1416;1123;2015;11;3
2015-11-02;4- und 5-Stern;1263;1688;1160;2015;11;2
2015-11-01;3-Stern;786;1416;610;2015;11;1
2015-11-01;1- und 2-Stern;336;731;228;2015;11;1
2015-10-31;4- und 5-Stern;2359;1688;1478;2015;10;31
2015-10-31;Übrige;63;112;35;2015;10;31
2015-10-30;3-Stern;1284;1415;844;2015;10;30
2015-10-30;1- und 2-Stern;687;731;426;2015;10;30
2015-10-29;Übrige;64;112;32;2015;10;29
2015-10-28;Übrige;65;112;34;2015;10;28
2015-10-27;4- und 5-Stern;1922;1688;1674;2015;10;27
2015-10-26;1- und 2-Stern;753;731;539;2015;10;26
2015-10-26;Übrige;58;112;33;2015;10;26
2015-10-24;4- und 5-Stern;1653;1688;1030;2015;10;24
2015-10-23;Übrige;80;109;43;2015;10;23
2015-10-22;1- und 2-Stern;563;731;400;2015;10;22
2015-10-20;3-Stern;1482;1415;1369;2015;10;20
2015-10-19;3-Stern;1503;1415;1330;2015;10;19
2015-10-18;1- und 2-Stern;325;731;225;2015;10;18
2015-10-18;Übrige;52;109;24;2015;10;18
2015-10-17;1- und 2-Stern;370;731;216;2015;10;17
2015-10-16;1- und 2-Stern;393;731;242;2015;10;16
2015-10-16;Übrige;47;109;24;2015;10;16
2015-10-15;4- und 5-Stern;1194;1688;1033;2015;10;15
2015-10-14;1- und 2-Stern;530;731;401;2015;10;14
2015-10-14;Übrige;60;109;31;2015;10;14
2015-10-13;3-Stern;1081;1415;962;2015;10;13
2015-10-12;4- und 5-Stern;1565;1688;1502;2015;10;12
2015-10-11;4- und 5-Stern;1611;1688;1520;2015;10;11
2015-10-11;1- und 2-Stern;590;731;448;2015;10;11
2015-10-10;4- und 5-Stern;1774;1688;1573;2015;10;10
2015-10-10;Übrige;57;112;31;2015;10;10
2015-10-09;3-Stern;1472;1415;1297;2015;10;9
2015-10-08;4- und 5-Stern;1298;1688;1123;2015;10;8
2015-10-08;3-Stern;1072;1415;954;2015;10;8
2015-10-08;1- und 2-Stern;529;731;378;2015;10;8
2015-10-07;1- und 2-Stern;544;731;420;2015;10;7
2015-10-07;Übrige;50;112;28;2015;10;7
2015-10-06;Übrige;51;112;29;2015;10;6
2015-10-05;1- und 2-Stern;544;731;403;2015;10;5
2015-10-04;4- und 5-Stern;996;1688;801;2015;10;4
2015-10-04;1- und 2-Stern;310;731;201;2015;10;4
2015-10-03;1- und 2-Stern;465;731;274;2015;10;3
2015-10-02;4- und 5-Stern;1573;1688;1188;2015;10;2
2015-10-02;3-Stern;1009;1415;753;2015;10;2
2015-10-01;4- und 5-Stern;1668;1688;1437;2015;10;1
2015-10-01;3-Stern;1132;1415;985;2015;10;1
2015-09-30;4- und 5-Stern;1777;1688;1664;2015;9;30
2015-09-29;3-Stern;1408;1415;1252;2015;9;29
2015-09-28;4- und 5-Stern;1743;1688;1556;2015;9;28
2015-09-28;3-Stern;1305;1415;1178;2015;9;28
2015-09-26;1- und 2-Stern;807;741;491;2015;9;26
2015-09-26;Übrige;100;109;50;2015;9;26
2015-09-25;Übrige;97;109;46;2015;9;25
2015-09-24;4- und 5-Stern;1708;1688;1463;2015;9;24
2015-09-24;1- und 2-Stern;574;741;468;2015;9;24
2015-09-23;3-Stern;1487;1415;1368;2015;9;23
2015-09-22;4- und 5-Stern;1811;1688;1682;2015;9;22
2015-09-22;3-Stern;1478;1415;1374;2015;9;22
2015-09-22;1- und 2-Stern;801;741;637;2015;9;22
2015-09-20;1- und 2-Stern;457;741;363;2015;9;20
2015-09-19;3-Stern;1067;1415;680;2015;9;19
2015-09-18;3-Stern;1088;1415;738;2015;9;18
2015-09-16;3-Stern;1488;1415;1357;2015;9;16
2015-09-13;1- und 2-Stern;393;741;256;2015;9;13
2015-09-13;Übrige;25;112;16;2015;9;13
2015-09-11;4- und 5-Stern;1167;1688;826;2015;9;11
2015-09-10;3-Stern;1429;1415;1247;2015;9;10
2015-09-10;1- und 2-Stern;559;741;429;2015;9;10
2015-09-09;Übrige;104;112;63;2015;9;9
2015-09-05;1- und 2-Stern;967;741;577;2015;9;5
2015-09-04;4- und 5-Stern;1353;1688;933;2015;9;4
2015-09-04;3-Stern;1192;1415;863;2015;9;4
2015-09-04;1- und 2-Stern;624;741;382;2015;9;4
2015-09-03;1- und 2-Stern;671;741;489;2015;9;3
2015-09-03;Übrige;99;112;46;2015;9;3
2015-09-02;4- und 5-Stern;1867;1688;1600;2015;9;2
2015-09-02;Übrige;80;112;36;2015;9;2
2015-08-31;3-Stern;1548;1415;1336;2015;8;31
2015-08-30;4- und 5-Stern;1832;1908;1424;2015;8;30
2015-08-30;3-Stern;1207;1415;956;2015;8;30
2015-08-26;4- und 5-Stern;2136;1908;1717;2015;8;26
2015-08-26;1- und 2-Stern;532;711;386;2015;8;26
2015-08-25;4- und 5-Stern;2145;1908;1797;2015;8;25
