"Jahr","Monat","Herkunftsland - Total Ankünfte","Herkunftsland - Total Logiernächte","Schweiz Ankünfte","Schweiz Logiernächte","Baltische Staaten Ankünfte","Baltische Staaten Logiernächte","Deutschland Ankünfte","Deutschland Logiernächte","Frankreich Ankünfte","Frankreich Logiernächte","Italien Ankünfte","Italien Logiernächte","Österreich Ankünfte","Österreich Logiernächte","Vereinigtes Königreich Ankünfte","Vereinigtes Königreich Logiernächte","Irland Ankünfte","Irland Logiernächte","Niederlande Ankünfte","Niederlande Logiernächte","Belgien Ankünfte","Belgien Logiernächte","Luxemburg Ankünfte","Luxemburg Logiernächte","Dänemark Ankünfte","Dänemark Logiernächte","Schweden Ankünfte","Schweden Logiernächte","Norwegen Ankünfte","Norwegen Logiernächte","Finnland Ankünfte","Finnland Logiernächte","Spanien Ankünfte","Spanien Logiernächte","Portugal Ankünfte","Portugal Logiernächte","Griechenland Ankünfte","Griechenland Logiernächte","Türkei Ankünfte","Türkei Logiernächte","Übriges Europa Ankünfte","Übriges Europa Logiernächte","Liechtenstein Ankünfte","Liechtenstein Logiernächte","Island Ankünfte","Island Logiernächte","Polen Ankünfte","Polen Logiernächte","Ungarn Ankünfte","Ungarn Logiernächte","Belarus Ankünfte","Belarus Logiernächte","Bulgarien Ankünfte","Bulgarien Logiernächte","Malta Ankünfte","Malta Logiernächte","Zypern Ankünfte","Zypern Logiernächte","Chile Ankünfte","Chile Logiernächte","Vereinigte Staaten Ankünfte","Vereinigte Staaten Logiernächte","Kanada Ankünfte","Kanada Logiernächte","Mexiko Ankünfte","Mexiko Logiernächte","Brasilien Ankünfte","Brasilien Logiernächte","Argentinien Ankünfte","Argentinien Logiernächte","Zentralamerika, Karibik Ankünfte","Zentralamerika, Karibik Logiernächte","Übriges Südamerika Ankünfte","Übriges Südamerika Logiernächte","Übriges Zentralamerika, Karibik Ankünfte","Übriges Zentralamerika, Karibik Logiernächte","Ägypten Ankünfte","Ägypten Logiernächte","Übriges Nordafrika Ankünfte","Übriges Nordafrika Logiernächte","Südafrika Ankünfte","Südafrika Logiernächte","Übriges Afrika Ankünfte","Übriges Afrika Logiernächte","Bahrain Ankünfte","Bahrain Logiernächte","Israel Ankünfte","Israel Logiernächte","Indien Ankünfte","Indien Logiernächte","Japan Ankünfte","Japan Logiernächte","Übriges Süd- und Ostasien Ankünfte","Übriges Süd- und Ostasien Logiernächte","Katar Ankünfte","Katar Logiernächte","Kuwait Ankünfte","Kuwait Logiernächte","Australien Ankünfte","Australien Logiernächte","Australien, Neuseeland, Ozeanien Ankünfte","Australien, Neuseeland, Ozeanien Logiernächte","China Ankünfte","China Logiernächte","Golf-Staaten Ankünfte","Golf-Staaten Logiernächte","Hongkong Ankünfte","Hongkong Logiernächte","Indonesien Ankünfte","Indonesien Logiernächte","Korea (Süd-) Ankünfte","Korea (Süd-) Logiernächte","Malaysia Ankünfte","Malaysia Logiernächte","Philippinen Ankünfte","Philippinen Logiernächte","Neuseeland, Ozeanien Ankünfte","Neuseeland, Ozeanien Logiernächte","Singapur Ankünfte","Singapur Logiernächte","Oman Ankünfte","Oman Logiernächte","Taiwan (Chinesisches Taipei) Ankünfte","Taiwan (Chinesisches Taipei) Logiernächte","Thailand Ankünfte","Thailand Logiernächte","Übriges Westasien Ankünfte","Übriges Westasien Logiernächte","Estland Ankünfte","Estland Logiernächte","Lettland Ankünfte","Lettland Logiernächte","Litauen Ankünfte","Litauen Logiernächte","Saudi-Arabien Ankünfte","Saudi-Arabien Logiernächte","Vereinigte Arabische Emirate Ankünfte","Vereinigte Arabische Emirate Logiernächte","Serbien und Montenegro Ankünfte","Serbien und Montenegro Logiernächte","Kroatien Ankünfte","Kroatien Logiernächte","Rumänien Ankünfte","Rumänien Logiernächte","Russland Ankünfte","Russland Logiernächte","Slowakei Ankünfte","Slowakei Logiernächte","Slowenien Ankünfte","Slowenien Logiernächte","Tschechien Ankünfte","Tschechien Logiernächte","Ukraine Ankünfte","Ukraine Logiernächte","Serbien Ankünfte","Serbien Logiernächte"
"2019","August",2270490,4505292,1011069,1914080,...,...,204949,453225,84497,153502,55337,109847,23355,49037,75596,168214,3935,8693,45246,86773,26948,92048,5241,12323,5365,10744,6569,13256,3804,8084,3210,8101,36203,67240,5472,10913,2637,5738,4290,7931,6559,13328,1722,3112,809,1655,7058,15965,5265,12408,751,1589,1344,3807,712,1524,870,1941,...,...,139359,282695,16764,32505,3804,7491,7977,17394,2378,4994,...,...,4358,9075,3899,7597,1823,4785,1684,4936,1660,3980,3720,11915,1967,6218,13143,37762,33827,69882,37478,67092,9259,18128,9125,28085,10045,32198,18258,35593,...,...,133522,181208,...,...,13427,21348,2312,4899,38631,60245,3073,5639,1190,2923,2552,5172,5629,11406,1917,4221,16755,25582,5951,10984,5154,12338,627,1468,618,1289,929,1557,30309,87609,25235,73213,...,...,1293,2630,4809,10165,13279,31162,2093,4802,1278,3127,6297,15239,3199,7229,1070,2434
"2019","September",1958831,3705035,926890,1678478,...,...,173477,375406,58338,96242,36703,66968,20050,41207,71068,153741,3769,8289,27862,56372,15820,38644,3349,7318,4723,9524,7494,16139,4400,9819,3244,6992,23479,42823,5277,10534,2257,5099,3598,7480,7886,14244,1642,2647,731,1628,6917,15532,3894,10364,513,1148,1358,2864,587,1306,598,1516,...,...,152457,313006,18582,36891,3674,6975,10465,22068,2194,4481,...,...,3981,7948,4008,7397,1197,3161,1695,5036,2067,5202,3523,10614,644,1493,7637,16747,28463,65256,22512,39627,7729,15041,2822,6824,2470,6128,22675,45184,...,...,98183,133906,...,...,11614,18068,2949,5422,26827,40417,4633,8397,1555,3813,2765,5464,7043,13826,1303,2701,25170,35940,8123,12105,5600,11928,563,1136,567,1104,714,1440,10105,25981,9089,20818,...,...,1022,2612,3531,8149,11184,25009,1780,4267,1197,2731,4963,10577,2605,5341,1027,2480
"2019","Oktober",1612160,3060503,784940,1479805,...,...,133189,275252,54606,91165,35232,63652,14743,28154,48659,97590,4321,8822,18812,39128,10856,24321,2696,5259,4105,8378,5491,11573,2971,6862,2828,6024,17670,32887,4807,9447,2715,5767,3645,7295,5748,10836,1557,2642,526,1110,4902,12433,2880,8242,371,982,1447,3744,392,862,320,833,...,...,87903,186355,10464,22436,2679,5233,9213,20038,1641,3386,...,...,3708,7694,3688,6929,1120,3003,1756,5136,1409,3718,3675,11692,410,1084,5811,12868,23194,52283,14027,24809,7330,14601,2839,6189,1435,3810,12407,24532,...,...,109370,149506,...,...,9967,15538,4282,8196,28041,42615,4982,8957,2129,4595,1679,3762,6884,13976,988,2092,15499,22602,20351,30917,3191,8512,472,905,484,956,540,1369,5861,15728,8101,16148,...,...,1076,2624,2927,7418,10704,24015,1264,3690,989,2206,3648,7549,2590,5327,1003,2439
"2019","November",1154630,2085854,589729,1003867,...,...,96764,182256,52383,84718,36181,63886,12375,23463,36945,70937,2778,5775,11851,22891,8364,15925,2237,4110,3042,5849,4586,9203,1897,4375,2017,4504,15876,30319,5402,11354,2788,6140,4074,8606,5203,9899,1102,1861,307,710,4785,12389,2093,5706,487,1118,1019,2666,352,848,462,1139,...,...,51780,112150,6250,13633,2197,4412,6115,13043,1103,2580,...,...,2783,6039,2578,5096,989,2928,1629,4400,999,3056,3237,10724,304,664,3515,7940,11639,28403,6900,13503,5126,11271,1536,3228,683,2089,5264,11342,...,...,52814,69917,...,...,4938,8370,3352,5877,12288,18943,3796,6728,1270,3070,825,1966,6232,12174,760,1370,5268,7534,8789,16023,2781,7317,404,864,472,956,577,1336,3390,10716,6480,12272,...,...,985,2500,2612,7558,8602,20178,1024,3032,878,2040,2918,6181,2429,5413,1020,2504
"2019","Dezember",1381913,2850132,678702,1303915,...,...,121069,299222,59249,105730,44577,85312,10248,20321,52837,129728,2889,6634,17789,47892,15407,48118,3907,10953,3233,7585,4596,11072,1722,4233,2083,5795,20804,41951,5671,11766,5249,13140,4819,9789,3531,7469,1119,1980,321,966,4480,12299,2059,5544,388,1030,986,2650,744,1792,807,2069,...,...,68250,155330,6466,15328,3037,5794,9412,22457,929,2233,...,...,2388,6384,2114,4368,1207,3519,1580,4279,2820,7005,3437,9942,328,1042,4639,11550,11433,26446,6079,12055,3805,8699,2774,7363,1166,4092,15207,34367,...,...,48610,68181,...,...,8748,15381,8375,14842,12774,20329,9158,15566,2749,6495,1568,3445,14471,28660,1349,2709,4834,6933,12977,21361,2167,6375,432,1248,458,1123,535,1468,2967,9459,8511,19683,...,...,729,1764,2861,8174,12659,32904,1097,3094,770,1783,3120,8275,2687,7239,950,2433
"2020","Jahrestotal",10703428,23730738,7694605,16389391,...,...,885226,2227431,414385,795627,198609,446533,84404,191022,193636,523395,11413,30422,166247,387771,105578,379707,16908,46659,19274,46763,24644,66421,9731,27765,9654,25175,54609,119042,25301,59565,10803,29696,11840,29356,23435,54229,12294,25262,1137,3406,31462,102052,10685,37354,1509,4244,5614,17823,2298,5799,2755,7941,2205,5795,158817,389197,21817,53864,6371,14473,28771,75516,3595,9220,...,...,6526,14537,6574,17335,3052,10305,5553,19004,4095,11523,10765,38865,656,2541,9351,24827,18745,54620,17138,39032,13073,28669,6639,16519,3013,11246,23732,58490,...,...,75200,119257,...,...,11853,24606,7831,14870,30349,50245,6072,12738,2806,7937,3428,8363,12901,27612,1534,3348,9393,13872,13883,31700,7746,23063,3379,8884,2223,6212,2731,7421,9757,33517,20423,46617,...,...,4005,12621,14786,45466,42193,133301,6202,24229,4471,12444,18304,50436,9470,26020,3944,10530
"2020","Januar",1339067,3037206,707576,1536861,...,...,115450,311057,51478,94951,34467,73408,11241,23939,50125,131685,2976,7208,16933,43967,14982,52172,3220,9771,3147,7121,5556,13937,2490,6441,2079,5065,13732,28607,4858,10785,2941,8371,4709,12388,3627,8423,1140,2201,269,781,5501,19078,1797,5396,439,1492,958,2973,398,966,587,1508,480,1509,54972,134311,6515,15929,2483,5367,14062,36081,1413,3552,...,...,2473,5493,2814,7240,1022,3010,1406,3824,1968,5238,2653,7953,229,675,3802,9655,6720,17624,6002,12641,5318,10546,2225,5280,1104,3449,14321,34783,...,...,54746,78407,...,...,5652,10713,3278,6135,14995,23979,2850,5257,1200,2908,1393,3357,5008,11106,830,1736,5087,7024,5044,11118,2242,6207,432,1169,507,1472,582,1508,4695,13552,6316,13510,...,...,873,2430,2723,8522,16402,56197,1114,3505,943,2397,3037,7803,3616,10427,844,2055
"2020","Februar",1356936,3332477,742885,1736304,...,...,130002,359960,64738,136490,30641,62775,11221,26050,63361,180042,3390,8669,26280,85031,21690,87735,5434,18321,4901,14779,8464,25750,3634,11279,3233,8728,14263,29538,5215,11680,2781,6692,3620,8154,4732,10399,1055,2198,418,1575,5528,17730,1812,5798,411,1154,1019,3138,476,1409,1055,2449,640,1586,52267,131944,5961,14186,1956,4438,9211,23655,1252,3160,...,...,1751,4114,1482,3844,960,2995,1560,4727,1106,2982,2775,9743,214,759,3694,9528,7137,18602,5873,12703,4067,8913,1937,4345,1392,4418,4863,11996,...,...,13495,24366,...,...,3546,7472,2799,5041,12436,19304,1970,4015,643,1580,869,2165,3185,7011,462,908,2917,4360,4919,11020,2490,6909,711,2576,515,1312,613,1669,2658,8176,6733,16195,...,...,782,2772,2832,8388,11503,31590,1125,3344,853,2257,3310,9089,2345,6130,868,2363
"2020","März",498459,1271032,296702,715208,...,...,49215,150891,20883,41881,10490,37139,4787,11650,18508,52625,956,2511,7163,20737,5953,25268,915,2556,996,2561,2336,6873,1284,3699,1007,2907,5125,10206,1860,4217,658,1881,891,2277,1593,3861,372,897,104,328,1761,7721,568,2375,81,178,324,1064,160,471,177,644,620,1457,16843,40912,2827,7115,906,1651,2704,6742,422,1026,...,...,658,1481,543,1340,272,1253,470,1811,460,1355,811,3545,113,334,642,1892,2578,7016,2018,4247,947,2177,1157,2437,223,1058,2053,5092,...,...,2012,4106,...,...,1436,3275,1225,2253,1433,2798,755,1804,242,770,421,881,1650,3679,148,373,805,1212,2083,4541,592,1762,141,538,165,469,211,621,1116,3712,2822,5121,...,...,217,647,893,3048,4713,13002,407,1468,229,669,1245,4109,1050,2860,312,747
"2020","April",53920,218183,43310,161819,...,...,3465,13709,1527,5452,1380,11724,326,1625,335,2262,94,416,169,740,102,359,18,33,25,92,49,103,9,84,24,193,275,1098,318,1103,54,263,40,325,300,977,77,196,3,3,95,1082,72,858,2,3,29,285,10,33,3,21,18,66,305,1562,48,137,13,99,39,509,10,130,...,...,25,105,11,265,1,34,36,539,11,102,59,822,1,1,5,16,47,793,22,91,38,312,112,330,49,515,20,129,...,...,37,376,...,...,5,8,4,18,28,99,19,186,9,163,15,74,216,226,...,...,1,33,39,204,30,355,4,7,3,74,9,135,47,1907,14,279,...,...,30,213,73,515,136,436,86,737,24,98,35,204,36,273,39,148
"2020","Mai",318331,643629,289738,559930,...,...,9611,25730,4856,9486,2654,9435,1125,3702,926,3259,183,537,810,1973,417,852,147,238,80,249,159,292,40,134,80,299,460,1522,739,2299,164,580,113,347,587,1619,470,964,10,21,381,1553,160,1135,6,15,65,332,7,14,9,21,27,108,1214,3123,137,281,37,82,119,652,19,55,...,...,73,167,74,267,20,52,56,675,15,148,142,1105,5,56,19,43,96,875,34,103,82,496,56,271,7,325,76,240,...,...,128,417,...,...,47,70,28,49,45,102,44,177,33,198,15,79,276,562,1,1,16,57,103,353,84,534,25,51,21,43,31,116,37,431,32,197,...,...,107,404,200,1058,304,998,88,629,72,356,152,519,58,268,79,298
"2020","Juni",725924,1454831,606987,1194062,...,...,52125,116416,19553,33539,9760,20209,5159,11298,2977,7612,358,1005,5224,10487,3390,6739,1235,2522,477,1027,442,752,159,436,253,629,1350,3298,1302,3110,307,870,209,458,1366,2744,1125,2217,22,54,990,2864,576,2177,51,134,201,679,65,108,55,145,43,105,2969,6865,266,529,64,170,180,663,39,114,...,...,131,236,116,356,47,149,123,652,34,97,276,1505,18,58,73,234,163,988,134,335,203,756,50,362,19,266,217,505,...,...,380,694,...,...,98,184,33,49,72,195,66,257,74,279,67,96,299,756,8,8,66,95,137,365,130,718,85,137,74,112,102,230,130,631,127,470,...,...,226,567,831,2517,488,1702,302,1123,210,608,695,1638,165,494,176,370
"2020","Juli",1574105,3429514,1229947,2648721,...,...,129452,298992,53929,95415,21099,42292,11709,24933,13122,29962,723,1754,32343,62853,27099,98390,2264,5283,3594,7023,1221,2194,808,1624,986,2085,5624,11196,2254,5139,696,1829,368,722,2254,5050,2095,4594,86,193,3229,8133,1612,4869,167,387,461,1261,208,484,175,482,83,168,7648,15822,977,2059,201,513,383,949,70,178,...,...,258,451,358,950,105,351,344,1115,113,242,743,2287,19,372,158,431,425,1357,730,1628,433,949,93,442,26,220,574,1254,...,...,827,1769,...,...,282,607,136,311,326,788,66,124,108,355,152,309,390,716,17,96,187,360,436,900,365,1036,305,543,195,434,356,813,203,902,793,1973,...,...,429,1282,1726,4659,1103,2961,678,2118,404,939,2774,6474,367,868,214,579
"2020","August",1545573,3279916,1106300,2265743,...,...,163539,388068,86104,167808,32989,69689,15496,32791,23802,57912,850,2177,40006,81727,17570,71910,836,1639,2920,6010,1850,3997,454,967,476,1181,5659,12275,2864,6509,795,2049,482,1039,2909,6432,1644,3393,81,166,4627,10783,2110,5872,118,234,568,1650,298,661,284,744,106,218,7242,16941,1548,3831,167,446,510,1230,112,242,...,...,299,594,323,769,177,622,462,1468,106,280,851,2800,13,149,231,692,535,1755,893,2017,603,1196,198,499,95,298,470,1084,...,...,1152,2500,...,...,210,547,73,260,394,956,92,191,145,390,159,405,407,715,10,46,79,153,339,778,510,1402,485,837,180,361,245,691,319,1221,940,2585,...,...,488,1631,1532,4108,1567,4466,798,3306,620,1479,3473,8474,489,1150,295,707
"2020","September",1304570,2685206,1021787,2056251,...,...,126944,294504,38159,66724,21951,44013,11032,24577,8315,20098,672,2000,25739,50470,5615,10953,1550,3185,1888,4344,1761,4386,331,873,420,1071,2290,5325,2349,5615,892,2302,436,1000,2280,4947,1800,3443,73,128,3348,8981,779,3215,93,236,654,2013,149,423,168,539,89,206,5770,13513,1557,3728,161,517,460,1479,94,224,...,...,243,500,301,784,157,581,407,1531,59,219,833,2864,18,34,176,542,366,1629,601,1941,440,1016,128,505,24,154,425,1114,...,...,971,2471,...,...,238,605,69,207,235,724,59,142,112,432,141,306,420,779,19,51,84,170,289,812,396,1183,252,360,140,401,173,322,159,1033,868,2136,...,...,234,807,1020,2939,1687,5470,599,2313,478,1233,1394,3829,367,910,382,874
"2020","Oktober",957811,2068731,811214,1722540,...,...,58060,138294,28520,50217,16036,33236,5056,11835,3680,10650,388,1258,3412,6811,1636,3754,355,779,439,1292,1422,3733,163,436,616,1583,1825,4869,1263,3629,688,1884,370,833,1538,3600,1256,2380,27,35,2165,8044,449,2364,45,177,547,1807,101,343,67,403,38,100,3923,9742,1091,3246,208,555,377,1451,83,224,...,...,226,414,207,517,123,544,269,1069,76,268,531,2213,12,35,201,686,302,1750,379,1753,339,899,254,837,32,205,263,798,...,...,622,1761,...,...,160,446,93,193,196,676,52,180,72,256,94,327,318,736,21,47,57,186,245,676,334,899,143,363,121,435,136,349,180,884,483,1294,...,...,250,761,1098,3368,1383,5011,377,2241,243,1017,317,1194,253,611,291,728
"2020","November",424907,896433,353547,712148,...,...,18729,44799,13514,26340,8435,21330,3769,9479,2854,8207,343,1168,2481,5419,1170,2393,538,1215,298,673,547,1666,166,1222,214,672,1608,4554,1016,2544,336,1311,234,752,957,2540,522,1087,12,26,1338,5524,339,1743,45,84,344,1223,198,357,55,426,24,139,2216,5652,467,1440,69,321,309,943,30,97,...,...,162,357,131,357,79,326,156,745,44,188,522,2053,10,45,123,413,128,988,230,844,315,767,237,755,27,160,170,524,...,...,280,890,...,...,77,229,20,125,70,307,52,223,68,260,43,145,334,643,13,29,36,95,114,467,273,1049,421,1035,101,349,121,350,93,343,541,1149,...,...,200,602,817,2885,977,4096,249,1723,173,601,257,1045,325,864,194,913
"2020","Dezember",603825,1413580,484612,1079804,...,...,28634,85011,31124,67324,8707,21283,3483,9143,5631,19081,480,1719,5687,17556,5954,19182,396,1117,509,1592,837,2738,193,570,266,762,2398,6554,1263,2935,491,1664,368,1061,1292,3637,738,1692,32,96,2499,10559,411,1552,51,150,444,1398,228,530,120,559,37,133,3448,8810,423,1383,106,314,417,1162,51,218,...,...,227,625,214,646,89,388,264,848,103,404,569,1975,4,23,227,695,248,1243,222,729,288,642,192,456,15,178,280,971,...,...,550,1500,...,...,102,450,73,229,119,317,47,182,100,346,59,219,398,683,5,53,58,127,135,466,300,1009,375,1268,201,750,152,617,120,725,754,1708,...,...,169,505,1041,3459,1930,7372,379,1722,222,790,1615,6058,399,1165,250,748
"2021","Jahrestotal",13688673,29558849,10056647,20960665,...,...,1071148,2595965,523455,989005,254307,545988,107129,240199,129070,333874,13076,31987,202573,397070,111293,329360,29197,79097,28805,66093,22318,54132,8158,19388,11480,26064,95127,205579,32887,77348,16239,40315,11776,33069,26340,59396,18456,38369,1856,4478,54553,195998,15826,50404,1595,4749,8693,26598,4001,9408,3895,11152,2590,6975,266193,610427,21740,53978,8937,19861,36435,92265,3083,8727,...,...,8791,22103,8418,21662,3913,12643,5996,23496,3423,10665,12437,45277,1809,5467,29430,67471,27043,76048,5714,16122,10977,27927,13693,42788,9270,29073,5698,14821,...,...,12476,35960,...,...,3023,8384,6386,13612,6112,14478,3540,8506,2334,6822,2477,5693,17191,38043,1778,5494,1415,3008,10685,21787,10718,30191,4948,11722,3778,9651,4534,10790,37141,104195,90948,238388,...,...,5838,17210,30152,81174,30495,102246,7728,29718,5768,16569,23837,60564,14238,37742,5643,13356
"2021","Januar",527098,1273190,429267,969875,...,...,23585,79760,23623,50895,8135,21406,3040,8593,2426,8770,304,1038,3303,8823,2987,9398,721,1970,460,1492,545,2026,187,703,192,558,2061,5980,1148,2937,431,1440,399,1305,1232,3441,680,1601,31,78,6349,31615,498,2033,43,119,404,1251,137,429,109,691,88,462,2636,7898,441,1374,81,275,328,1242,53,151,...,...,180,444,168,563,73,196,319,1136,67,424,440,2003,5,18,151,551,220,1285,214,742,247,700,141,558,10,115,182,622,...,...,264,841,...,...,72,307,16,90,97,349,26,125,77,296,68,315,442,629,32,232,26,53,92,313,237,996,235,956,242,908,109,399,113,711,670,1393,...,...,178,544,1252,3839,1989,9911,418,2973,159,541,1331,5198,465,1885,147,400
"2021","Februar",806718,2015435,699454,1686398,...,...,29109,88315,25907,67733,10113,25606,3044,9639,2450,8283,290,1020,2372,5612,1975,5984,4963,19315,553,1742,429,1556,185,462,225,699,1440,4127,1084,3443,542,1537,372,1075,1141,2622,966,2326,48,64,6515,29990,578,2724,37,72,350,1341,104,249,85,441,37,187,2237,6756,392,1130,80,269,208,818,77,213,...,...,144,315,247,844,81,235,188,1214,56,244,385,2014,3,11,88,249,199,969,103,379,270,906,287,694,10,156,185,475,...,...,269,742,...,...,67,255,77,135,99,299,75,260,69,169,63,257,407,574,19,135,13,19,111,283,201,845,128,463,157,526,142,384,53,205,660,1347,...,...,305,1164,1279,5189,1396,5615,238,1786,177,530,377,1437,529,1792,199,571
"2021","März",807243,1878469,672120,1473910,...,...,51012,163127,24875,51979,11191,27225,4356,12012,2808,8786,317,964,3176,6701,2857,7927,1129,4191,1079,3813,573,2067,251,861,230,748,2294,6040,1562,4492,581,1734,371,1160,1280,2806,1394,3063,94,255,6898,38797,577,2858,60,163,445,1861,179,401,135,524,17,80,2929,7168,548,1669,114,341,323,1152,53,125,...,...,134,385,183,755,73,297,186,913,70,289,441,1920,23,56,140,478,279,1457,166,509,274,733,323,865,22,277,175,477,...,...,407,1077,...,...,67,303,43,270,86,286,24,501,90,233,67,227,535,758,5,12,21,28,121,694,307,962,226,771,155,471,207,518,129,447,688,1218,...,...,351,1156,1748,5652,1885,7234,305,1952,251,881,477,1860,473,1794,258,753
"2021","April",954737,1998179,830288,1678678,...,...,42478,122967,26347,48325,11058,25988,3586,9464,3047,8535,495,1348,3237,6737,1660,3943,321,671,679,2005,470,1481,150,421,347,1030,3082,8024,2199,5555,556,1615,520,1691,1254,2624,2130,4467,38,90,1339,5387,741,3556,96,490,595,1402,189,344,183,553,76,249,3953,9718,445,1210,150,360,329,868,90,204,...,...,221,631,206,619,110,418,183,723,69,290,557,2179,40,136,374,1385,387,1442,208,669,412,1165,214,567,9,209,206,532,...,...,519,1564,...,...,73,377,64,148,120,258,49,127,106,374,122,305,557,873,9,72,43,61,187,432,298,873,129,321,114,298,224,602,109,369,584,1055,...,...,368,1527,2161,5134,1738,5848,360,2026,230,751,545,1660,399,1501,305,658
"2021","Mai",1009879,2027884,852913,1672506,...,...,58721,133728,32027,54800,12969,28739,5758,13240,3686,9997,479,1260,4456,8565,2310,4494,489,931,690,1776,426,1228,151,441,733,1908,3347,8345,2105,4781,603,1450,434,1431,1649,3738,1612,3245,31,66,1481,5695,710,3168,91,425,550,1386,178,372,114,241,41,207,5610,13204,490,1650,151,519,433,1301,99,317,...,...,261,656,286,1330,86,362,238,928,76,171,622,2591,18,88,432,1284,387,1629,206,717,346,1075,361,856,22,305,238,704,...,...,597,2395,...,...,93,378,47,88,161,403,34,107,102,249,108,288,538,980,21,78,61,129,188,394,369,1068,187,442,155,397,169,432,143,477,1090,2020,...,...,263,926,2114,4657,1891,6570,504,2581,314,1292,861,1733,449,1299,304,651
"2021","Juni",1095461,2282949,877039,1789440,...,...,86313,198370,34808,61381,17194,37098,9883,21566,3874,10544,631,1516,7149,13466,4397,9004,1699,3753,1256,2748,726,1663,293,695,464,1043,4989,11272,2439,5889,891,2158,554,1684,2013,4047,1629,3478,107,264,3038,8359,1123,3947,124,382,673,1819,242,480,169,365,46,146,9992,25437,591,1532,227,596,462,1593,132,492,...,...,312,938,363,1154,142,402,359,1464,132,475,842,2906,29,57,1724,4078,415,1682,239,546,573,1705,397,927,84,517,303,834,...,...,596,1512,...,...,173,409,69,193,180,400,76,198,84,236,140,359,586,1258,43,155,51,117,260,728,502,1837,281,596,239,551,242,516,458,1798,1624,3873,...,...,348,886,2455,5869,2179,7288,663,2215,375,1355,1752,4143,667,1751,337,794
"2021","Juli",1631252,3648287,1153758,2567003,...,...,153207,350271,57237,103531,24288,51059,14860,31132,10080,23995,1314,3071,43272,71790,29279,94381,3654,8231,7120,14775,2769,5730,965,1970,1326,2725,10875,22351,3251,8160,1293,3131,765,2815,2844,6347,2099,5085,229,419,5966,14556,2427,6401,139,599,902,2431,364,797,395,1176,134,335,29821,65323,1632,3865,619,1388,2827,7469,298,995,...,...,657,1519,795,2112,248,886,520,2271,236,647,1268,4677,108,449,5231,11585,1907,5413,672,1728,991,2546,2533,8075,752,2656,594,1496,...,...,1301,3176,...,...,397,993,153,414,475,1253,113,319,212,554,277,588,838,1790,123,546,98,188,623,1434,846,2183,650,1359,433,840,719,1499,3323,9771,18846,51913,...,...,770,2002,3752,9062,2476,8173,1241,3783,770,2020,4716,10720,1005,2922,574,1418
"2021","August",1917702,4176588,1232090,2575058,...,...,204122,486811,88273,171032,40478,89862,19344,40879,20580,52766,1646,3975,64692,119328,28584,97748,6088,14746,4921,10592,3511,7681,1068,2312,1017,2366,18990,37258,3771,8602,1931,4326,1208,3819,3163,7311,2125,4339,339,836,6902,15799,3059,7881,292,693,1311,4388,630,1565,667,1700,391,836,51989,115036,3569,8847,1228,2571,4724,12412,505,1428,...,...,886,2331,1136,2745,535,1768,668,2512,488,1411,1631,5649,344,1323,7125,17232,3686,10621,1024,2578,1347,3399,3120,11007,2181,7041,640,1612,...,...,1852,4113,...,...,653,1603,214,670,581,1786,227,559,323,880,419,846,1170,2715,309,1064,204,419,733,1848,1943,4571,825,1790,559,1328,893,1883,9105,26902,30088,88171,...,...,973,2268,4724,11580,3369,10201,1270,3938,934,2388,5604,13023,2015,4484,696,1526
"2021","September",1598367,3298707,1067321,2107919,...,...,158904,361618,56716,100130,30293,61403,15492,33885,23590,55347,1989,4581,32638,66115,15408,42825,3417,7663,4113,8646,4277,10121,1500,3601,2601,4867,12892,26766,4030,9312,1878,4778,1597,4015,3226,6815,1842,3358,354,765,5624,13742,2321,6424,185,460,996,3255,540,1194,357,1016,383,786,57228,127072,4443,10457,1595,3440,7476,18115,464,1340,...,...,1312,3385,1253,3111,560,1832,932,3698,697,2131,1874,5797,336,822,7008,13828,4989,13187,835,2285,1367,3386,1792,5430,2593,7179,736,1766,...,...,1474,5462,...,...,414,1043,404,973,1023,2111,256,748,249,911,357,862,1150,2769,382,1034,213,523,727,1721,1523,4369,620,1440,472,1051,522,1083,8924,23507,12679,30817,...,...,609,1874,3191,8433,3408,9923,937,2963,897,2147,3044,6752,2162,4872,756,1651
"2021","Oktober",1396690,2893907,971752,1962447,...,...,112470,245547,54148,94118,33403,64252,12254,26287,21154,49192,2143,4934,16731,35382,8156,15695,2275,4820,4503,9680,3705,8251,1502,3456,1990,4393,12837,26355,4577,9606,2607,5814,2067,5215,3005,6487,1811,3425,221,553,3887,10606,1590,4641,252,697,827,2426,406,947,981,2156,557,1168,37427,87674,4128,10189,1584,3338,7896,18597,496,1269,...,...,1578,3685,1160,2633,666,1996,791,2872,765,2212,1677,6079,401,1149,3264,7193,5825,15620,851,2607,1558,3495,1680,4802,1750,4855,651,1587,...,...,1645,5955,...,...,299,769,1145,2313,1281,2712,310,859,301,918,270,512,1151,2926,398,950,240,581,996,2232,1461,4242,561,1124,407,971,414,1045,7556,19047,9301,20707,...,...,639,1850,2387,7366,3289,9780,736,2168,676,2046,2206,5356,2363,5453,699,1623
